,Customer ID,Age,Gender,Item Purchased,Review Rating,Location,Review Rating,Payment Method,Previous Purchases,Income,ServiceQuality,FeedbackScore,LoyaltyLevel,SatisfactionScore,Product_ID,Purchase_Frequency,Average_Spending_Value,Most_Frequent_Category,Retention_Strategy,Churn_Probability,Lifetime_Value,Season
375,376,59,Male,Sunglasses,4.4,Oklahoma,4.4,Debit Card,6,115373,2,High,Bronze,65.07,PROD_1EJLW7,14,71.77,Electronics,Loyalty Program,0.41,263.5,Winter
376,377,51,Male,Shoes,4.9,South Carolina,4.9,PayPal,2,100310,9,Low,Gold,100.0,PROD_SXP6Y6,2,49.03,Home,Loyalty Program,0.07,6938.02,Summer
377,378,63,Male,Scarf,4.1,Maine,4.1,Debit Card,39,65654,1,Low,Silver,58.42,PROD_P6YITY,9,192.99,Clothing,Discount,0.21,1349.55,Winter
378,379,54,Male,Dress,4.9,Nevada,4.9,Cash,23,99003,8,Low,Bronze,100.0,PROD_CUIUSR,19,64.62,Electronics,Email Campaign,0.03,4452.73,Winter
379,380,32,Male,T-shirt,4.7,Montana,4.7,Debit Card,46,84037,4,High,Bronze,53.56,PROD_12VJ66,9,174.53,Clothing,Email Campaign,0.06,1875.34,Spring
380,381,39,Male,Backpack,3.0,New Hampshire,3.0,PayPal,19,35389,4,Medium,Silver,69.92,PROD_CLXSA1,18,148.05,Home,Discount,0.45,6023.22,Fall
381,382,66,Male,Jewelry,3.4,Maine,3.4,Debit Card,3,75522,4,High,Bronze,88.9,PROD_TDII59,1,23.29,Clothing,Loyalty Program,0.97,2059.76,Summer
382,383,28,Male,Jeans,3.2,California,3.2,PayPal,47,103172,6,High,Gold,99.94,PROD_PVSPDN,5,138.56,Sports,Discount,0.36,7663.59,Winter
383,384,50,Male,Sunglasses,2.9,West Virginia,2.9,Credit Card,6,58540,10,Low,Silver,99.25,PROD_V2CX2R,18,166.74,Sports,Discount,0.34,9232.71,Winter
384,385,70,Male,Sweater,4.5,California,4.5,Credit Card,6,61144,10,Medium,Silver,92.8,PROD_2BHHR9,1,154.2,Sports,Discount,0.63,2315.56,Winter
385,386,67,Male,Shorts,2.7,West Virginia,2.7,Credit Card,12,63196,5,High,Bronze,82.22,PROD_F7VQ7T,18,156.64,Clothing,Discount,0.04,8341.17,Fall
386,387,64,Male,Jewelry,3.4,Louisiana,3.4,Cash,40,40820,6,Medium,Silver,100.0,PROD_W7X5IX,5,37.71,Home,Discount,0.85,9871.97,Winter
387,388,45,Male,Coat,4.6,Georgia,4.6,Cash,38,98706,5,Medium,Gold,100.0,PROD_V5127N,15,49.35,Electronics,Discount,0.69,827.5,Spring
388,389,22,Male,Handbag,2.7,Washington,2.7,Credit Card,10,84715,5,Low,Silver,84.72,PROD_QRUUK1,8,167.4,Home,Loyalty Program,0.48,6298.72,Fall
389,390,27,Male,Boots,4.2,Virginia,4.2,Venmo,28,111503,5,Low,Bronze,100.0,PROD_U0C8PO,5,50.44,Sports,Email Campaign,0.33,1323.23,Spring
390,391,25,Male,Gloves,3.2,Indiana,3.2,Debit Card,19,67129,2,Medium,Silver,100.0,PROD_4VAZLM,8,136.96,Clothing,Loyalty Program,1.0,7071.55,Spring
391,392,37,Male,Sweater,4.8,Minnesota,4.8,Cash,25,87565,10,High,Silver,100.0,PROD_B3J2VL,14,158.53,Home,Loyalty Program,0.32,9160.5,Summer
392,393,26,Male,T-shirt,3.3,Idaho,3.3,PayPal,38,52664,5,Medium,Gold,99.65,PROD_8308KL,19,128.05,Home,Discount,0.7,9865.46,Spring
393,394,33,Male,Shoes,4.2,Vermont,4.2,Credit Card,6,91333,3,Medium,Silver,100.0,PROD_VFUQDJ,3,94.17,Electronics,Email Campaign,0.57,842.65,Fall
394,395,43,Male,Scarf,4.8,North Dakota,4.8,PayPal,7,75204,9,Medium,Bronze,100.0,PROD_6HI9JK,7,93.39,Sports,Discount,0.08,3015.48,Fall
395,396,37,Male,Sneakers,4.9,Rhode Island,4.9,Cash,2,30126,10,Low,Gold,96.5,PROD_IV8M31,11,104.35,Clothing,Email Campaign,0.93,9189.04,Winter
396,397,46,Male,Dress,3.9,South Carolina,3.9,Bank Transfer,24,72223,10,Medium,Silver,100.0,PROD_CVN2QU,4,72.33,Clothing,Loyalty Program,0.04,9998.45,Fall
397,398,22,Male,Belt,3.0,Mississippi,3.0,Venmo,26,73286,6,Low,Bronze,100.0,PROD_HMA6B9,6,128.45,Home,Loyalty Program,0.34,5596.51,Spring
398,399,20,Male,Boots,4.6,Montana,4.6,PayPal,25,69996,1,Low,Bronze,85.0,PROD_I6U0XG,17,82.98,Sports,Email Campaign,0.35,4576.36,Fall
399,400,60,Male,Scarf,3.5,Idaho,3.5,Credit Card,10,56206,9,High,Gold,100.0,PROD_6X2YTI,6,64.27,Clothing,Discount,0.51,1449.04,Winter
400,401,39,Male,Boots,4.8,Utah,4.8,Venmo,14,47808,8,High,Gold,99.38,PROD_K8LA79,13,71.11,Electronics,Discount,0.3,5738.28,Fall
401,402,43,Male,T-shirt,4.8,Oklahoma,4.8,Bank Transfer,21,118502,10,Medium,Gold,100.0,PROD_RLPPHW,9,80.72,Home,Loyalty Program,0.25,333.63,Fall
402,403,31,Male,Backpack,3.0,California,3.0,PayPal,26,90692,9,Medium,Bronze,100.0,PROD_ZI1RUR,7,132.4,Home,Discount,0.86,9110.58,Spring
403,404,19,Male,Sneakers,4.5,Nevada,4.5,Credit Card,12,78808,6,Medium,Silver,96.44,PROD_UAAKU2,11,175.09,Sports,Loyalty Program,0.12,9911.77,Winter
404,405,35,Male,T-shirt,4.8,Delaware,4.8,Credit Card,11,67006,2,High,Gold,91.97,PROD_BPPJ0P,5,175.02,Home,Discount,0.91,8474.4,Spring
405,406,41,Male,Jeans,3.8,South Carolina,3.8,Debit Card,15,46698,3,Medium,Silver,77.66,PROD_YRFOKD,6,194.5,Home,Loyalty Program,0.46,9840.93,Fall
406,407,52,Male,Gloves,4.6,Maryland,4.6,Debit Card,13,90302,10,High,Bronze,100.0,PROD_A7F3CB,7,28.7,Sports,Email Campaign,0.44,1489.26,Fall
407,408,45,Male,Hoodie,3.1,North Carolina,3.1,Debit Card,5,44364,8,High,Gold,94.35,PROD_6IYT8L,15,141.8,Electronics,Loyalty Program,0.53,8026.94,Fall
408,409,34,Male,Sneakers,3.4,Alabama,3.4,Credit Card,36,95034,9,Low,Gold,100.0,PROD_H2TWUT,15,104.21,Home,Email Campaign,0.38,150.7,Spring
409,410,35,Male,Shorts,3.3,Minnesota,3.3,Debit Card,32,53513,9,High,Bronze,81.18,PROD_XROQKZ,18,180.93,Clothing,Discount,0.49,9758.08,Summer
410,411,29,Male,Sweater,4.8,Virginia,4.8,Debit Card,1,45057,1,High,Bronze,83.5,PROD_4HAX5G,17,80.21,Electronics,Discount,0.11,5981.76,Spring
411,412,59,Male,Jeans,2.8,Michigan,2.8,Cash,15,93959,9,Medium,Bronze,96.83,PROD_N4C53D,1,177.68,Electronics,Email Campaign,0.35,5631.24,Winter
412,413,24,Male,Jacket,3.1,Maine,3.1,Venmo,3,106401,9,Low,Gold,100.0,PROD_TRPPGO,8,124.43,Home,Loyalty Program,0.43,7058.18,Spring
413,414,70,Male,Jewelry,4.6,Nevada,4.6,Debit Card,48,102247,2,Low,Gold,81.58,PROD_J6E7N4,17,165.96,Home,Discount,0.88,2392.33,Fall
414,415,29,Male,Backpack,2.6,Wyoming,2.6,Bank Transfer,30,52708,1,Low,Silver,76.71,PROD_DA6YJR,7,20.04,Home,Discount,0.37,7449.06,Spring
415,416,67,Male,Coat,2.6,Connecticut,2.6,Venmo,40,37692,1,Medium,Gold,84.26,PROD_LAQL31,9,105.14,Sports,Discount,0.09,6008.75,Winter
416,417,36,Male,Belt,3.8,Oregon,3.8,Bank Transfer,24,73845,3,Medium,Bronze,50.98,PROD_42H9Q4,4,150.64,Sports,Discount,0.96,7632.98,Summer
417,418,23,Male,Sandals,4.5,Mississippi,4.5,PayPal,48,65594,1,Medium,Gold,48.4,PROD_LLDKK2,10,198.7,Sports,Discount,0.52,6599.78,Spring
418,419,18,Male,Sweater,3.0,Illinois,3.0,Cash,27,49831,4,High,Silver,50.74,PROD_3V11TM,3,111.38,Clothing,Discount,0.03,4321.51,Spring
419,420,53,Male,Shorts,3.5,Utah,3.5,Credit Card,14,102086,10,High,Gold,100.0,PROD_TGNMMX,14,135.21,Clothing,Email Campaign,0.19,9979.43,Summer
420,421,32,Male,Socks,3.8,North Carolina,3.8,Credit Card,18,73504,4,Low,Bronze,80.66,PROD_5RT0IN,1,43.98,Home,Discount,0.93,4425.35,Summer
421,422,38,Male,Shirt,3.5,Kentucky,3.5,Cash,48,37223,8,Low,Bronze,82.57,PROD_NKWE6G,4,134.99,Electronics,Email Campaign,0.58,5584.38,Spring
422,423,47,Male,Pants,3.1,Minnesota,3.1,Bank Transfer,32,33336,6,Medium,Silver,87.78,PROD_7NNV6C,13,164.94,Sports,Discount,0.38,6231.29,Fall
423,424,46,Male,Scarf,3.0,New York,3.0,Bank Transfer,21,108970,2,Medium,Silver,81.66,PROD_2G0AXN,14,89.73,Sports,Email Campaign,0.1,2780.23,Fall
424,425,66,Male,Sweater,4.3,Illinois,4.3,Credit Card,42,51842,5,Medium,Silver,100.0,PROD_B5KVCN,15,99.89,Electronics,Discount,0.07,4631.37,Spring
425,426,40,Male,Jeans,3.3,North Dakota,3.3,Debit Card,4,49682,9,High,Gold,100.0,PROD_2ORRJA,19,181.41,Home,Email Campaign,0.02,3227.15,Fall
426,427,43,Male,Pants,4.7,Louisiana,4.7,Cash,19,66831,3,Low,Gold,94.02,PROD_H1WZOB,2,194.54,Electronics,Email Campaign,0.38,3156.17,Spring
427,428,58,Male,Backpack,4.5,Illinois,4.5,Cash,6,40989,2,High,Silver,42.03,PROD_BWB4CH,19,164.19,Sports,Loyalty Program,0.62,9365.19,Spring
428,429,21,Male,Coat,2.9,Wyoming,2.9,Venmo,2,70014,2,High,Gold,78.2,PROD_LFVSUR,14,143.59,Home,Email Campaign,0.19,3714.49,Winter
429,430,42,Male,Sandals,4.1,Washington,4.1,Venmo,21,50754,6,High,Silver,90.26,PROD_BJQZ5F,10,125.37,Home,Email Campaign,0.53,7129.6,Spring
430,431,24,Male,Shirt,3.5,Texas,3.5,Debit Card,40,99984,7,Low,Gold,100.0,PROD_FBE65L,9,33.78,Sports,Loyalty Program,0.96,7586.43,Winter
431,432,43,Male,Hat,3.4,New Hampshire,3.4,Credit Card,33,106758,8,High,Gold,100.0,PROD_T833FV,1,96.62,Clothing,Email Campaign,0.05,9951.06,Summer
432,433,47,Male,Shirt,3.3,Indiana,3.3,Debit Card,26,47627,1,High,Silver,39.85,PROD_MVFDAK,12,84.92,Clothing,Email Campaign,0.85,3851.58,Spring
433,434,49,Male,Skirt,3.2,Alabama,3.2,Bank Transfer,23,82483,3,Low,Gold,66.55,PROD_C48YML,6,161.11,Sports,Loyalty Program,0.73,1430.78,Fall
434,435,50,Male,Shoes,4.0,Oklahoma,4.0,Bank Transfer,39,82014,10,High,Gold,100.0,PROD_UZNIZ8,1,27.76,Sports,Loyalty Program,0.18,912.96,Summer
435,436,51,Male,Coat,3.6,Montana,3.6,PayPal,42,118478,4,Medium,Gold,72.55,PROD_I5MSS9,19,151.09,Home,Discount,0.79,2125.09,Fall
436,437,40,Male,Pants,4.6,Tennessee,4.6,Cash,41,104116,8,Low,Silver,100.0,PROD_DDEM50,12,173.75,Sports,Email Campaign,0.53,2639.03,Spring
437,438,45,Male,Jewelry,2.6,New Mexico,2.6,Credit Card,41,35408,10,Medium,Silver,86.35,PROD_8ZKV9W,4,88.64,Sports,Discount,0.33,3973.22,Spring
438,439,52,Male,Belt,4.3,Iowa,4.3,Cash,12,82527,10,Low,Silver,100.0,PROD_V9MTIM,10,26.34,Electronics,Loyalty Program,0.79,6799.83,Summer
439,440,62,Male,Jacket,3.4,Idaho,3.4,PayPal,31,109855,2,High,Silver,82.67,PROD_1DP4YI,8,79.88,Electronics,Discount,0.54,3177.84,Summer
440,441,20,Male,Shirt,3.5,Oklahoma,3.5,Debit Card,34,101610,10,Low,Gold,100.0,PROD_JH9CKF,18,117.08,Sports,Email Campaign,0.55,4794.64,Spring
441,442,43,Male,Hoodie,4.2,Florida,4.2,Bank Transfer,32,107025,6,Low,Bronze,100.0,PROD_1L9B1F,4,33.43,Clothing,Email Campaign,0.3,7603.09,Spring
442,443,29,Male,Sunglasses,3.5,Michigan,3.5,Bank Transfer,31,38127,4,Low,Gold,51.89,PROD_AID7SJ,19,139.03,Clothing,Loyalty Program,0.66,9282.16,Winter
443,444,22,Male,Sunglasses,3.6,Hawaii,3.6,PayPal,24,43960,8,Medium,Bronze,91.84,PROD_WFC7HN,11,187.93,Clothing,Email Campaign,0.47,6036.03,Spring
444,445,48,Male,Dress,4.3,California,4.3,Debit Card,31,73368,1,High,Bronze,45.45,PROD_3VPU3S,18,150.46,Electronics,Email Campaign,0.9,2435.72,Spring
445,446,42,Male,Boots,4.9,Iowa,4.9,Bank Transfer,18,41426,1,High,Bronze,56.71,PROD_JN1CH6,13,152.99,Clothing,Email Campaign,0.54,6575.83,Spring
446,447,19,Male,Shirt,4.1,West Virginia,4.1,Bank Transfer,15,66910,10,Medium,Gold,100.0,PROD_KUDGAG,1,76.43,Sports,Loyalty Program,0.25,9256.83,Spring
447,448,60,Male,Shorts,3.6,Washington,3.6,Venmo,7,54630,9,High,Silver,100.0,PROD_KAX33O,17,147.43,Clothing,Email Campaign,0.33,8429.53,Fall
448,449,32,Male,Gloves,3.4,Missouri,3.4,Credit Card,35,73274,4,Medium,Silver,100.0,PROD_W955EB,14,161.59,Home,Discount,0.87,6932.26,Winter
449,450,26,Male,Jewelry,2.9,New York,2.9,PayPal,35,108368,2,Medium,Bronze,100.0,PROD_9279EC,10,101.53,Clothing,Discount,0.45,6065.48,Spring
450,451,25,Male,Boots,2.7,Connecticut,2.7,Venmo,19,48373,4,Low,Silver,59.53,PROD_86UOZA,2,151.12,Home,Discount,0.26,4823.69,Spring
451,452,66,Male,Jewelry,4.3,Virginia,4.3,Cash,26,99559,6,Medium,Silver,100.0,PROD_OISO1E,16,186.84,Home,Discount,0.18,5789.34,Fall
452,453,45,Male,Pants,3.3,Missouri,3.3,Debit Card,39,105071,3,Low,Silver,100.0,PROD_2GLJX9,19,151.21,Clothing,Email Campaign,0.93,4892.23,Summer
453,454,54,Male,Jewelry,2.8,Nebraska,2.8,Cash,22,65804,1,High,Gold,78.16,PROD_NYEDRZ,16,101.69,Clothing,Email Campaign,0.78,9787.02,Fall
454,455,37,Male,Jacket,3.2,New Jersey,3.2,Debit Card,14,65897,9,High,Bronze,88.83,PROD_RTMQTS,3,159.39,Sports,Discount,0.34,2491.4,Spring
455,456,54,Male,Blouse,3.6,Utah,3.6,Credit Card,50,90011,7,Low,Silver,91.82,PROD_RSDPBU,12,91.86,Sports,Email Campaign,0.59,6630.15,Fall
456,457,50,Male,Blouse,4.0,North Carolina,4.0,Bank Transfer,33,79043,2,High,Silver,76.74,PROD_1QJ1HD,12,89.51,Home,Loyalty Program,0.93,3102.2,Fall
457,458,25,Male,Gloves,4.9,Rhode Island,4.9,Credit Card,48,89665,9,High,Gold,99.01,PROD_M8GA8N,12,40.72,Sports,Email Campaign,0.93,6177.69,Winter
458,459,47,Male,Shorts,4.0,Arkansas,4.0,Debit Card,48,73692,4,High,Gold,65.82,PROD_DCLB4D,1,26.23,Electronics,Email Campaign,0.72,4680.9,Winter
459,460,63,Male,Hat,3.8,Maryland,3.8,Debit Card,27,41386,6,High,Bronze,96.38,PROD_G71X1P,3,97.59,Sports,Discount,0.81,9203.9,Winter
460,461,64,Male,Shoes,3.7,South Carolina,3.7,Venmo,27,114115,8,Low,Gold,89.5,PROD_K58YB2,2,80.64,Electronics,Email Campaign,0.86,216.49,Winter
461,462,18,Male,Boots,3.9,Ohio,3.9,Cash,20,110184,4,Low,Bronze,100.0,PROD_BQYFLF,14,104.71,Sports,Email Campaign,0.75,2068.61,Spring
462,463,59,Male,Jacket,3.3,Illinois,3.3,Debit Card,48,80385,5,Medium,Silver,100.0,PROD_F7P2WT,18,142.7,Electronics,Discount,0.05,1283.92,Spring
463,464,37,Male,Jewelry,2.7,Georgia,2.7,Venmo,29,98340,7,High,Gold,95.2,PROD_59GRO4,6,123.19,Electronics,Loyalty Program,0.04,584.77,Fall
464,465,23,Male,Sunglasses,4.7,Alabama,4.7,PayPal,45,116938,5,High,Gold,100.0,PROD_XGX3V4,11,38.93,Clothing,Discount,0.41,5120.0,Summer
465,466,54,Male,Skirt,2.8,Oklahoma,2.8,Cash,25,77377,4,Medium,Silver,44.34,PROD_G4HN8H,8,124.63,Electronics,Email Campaign,0.82,4571.41,Winter
466,467,38,Male,Jeans,4.6,Vermont,4.6,Credit Card,25,71104,9,High,Bronze,100.0,PROD_VTX7YB,16,176.66,Home,Discount,0.47,1670.41,Fall
467,468,19,Male,Backpack,4.5,Nebraska,4.5,Credit Card,37,87944,7,High,Bronze,100.0,PROD_UL72ZY,16,106.08,Electronics,Loyalty Program,0.26,7942.31,Spring
468,469,34,Male,Backpack,5.0,Georgia,5.0,Bank Transfer,16,116788,2,High,Silver,83.16,PROD_Z7C2NS,7,113.5,Home,Email Campaign,0.08,2148.1,Spring
469,470,21,Male,Shorts,4.1,Alabama,4.1,Debit Card,30,60597,1,High,Gold,53.28,PROD_KV1J6B,13,102.3,Home,Discount,0.74,7342.06,Summer
470,471,50,Male,Dress,4.6,Minnesota,4.6,Cash,6,81573,9,Medium,Bronze,100.0,PROD_T479RY,14,72.58,Clothing,Discount,0.0,6592.73,Winter
471,472,55,Male,Scarf,4.9,Missouri,4.9,Credit Card,36,45335,3,High,Gold,66.13,PROD_6UUFBQ,12,23.0,Home,Discount,0.82,9136.92,Summer
472,473,20,Male,Jeans,3.9,Georgia,3.9,Cash,3,96915,10,High,Silver,100.0,PROD_OYNDJN,14,79.15,Sports,Discount,0.72,645.52,Summer
473,474,34,Male,Coat,3.9,West Virginia,3.9,Venmo,29,88126,9,Medium,Silver,100.0,PROD_5TZ8TB,12,66.23,Clothing,Email Campaign,0.65,6088.26,Fall
474,475,62,Male,Sweater,2.6,Arkansas,2.6,Debit Card,15,86870,6,Low,Silver,89.02,PROD_3PKWO8,5,177.44,Electronics,Loyalty Program,0.41,5458.71,Winter
475,476,21,Male,Sneakers,2.7,Ohio,2.7,Cash,18,74495,2,High,Silver,42.66,PROD_246HAC,8,130.72,Home,Loyalty Program,0.33,9223.01,Summer
476,477,21,Male,Scarf,3.5,Connecticut,3.5,Venmo,2,71957,5,Medium,Silver,62.42,PROD_0HR1M9,1,198.19,Clothing,Discount,0.44,1330.77,Winter
477,478,42,Male,Sweater,3.7,North Dakota,3.7,Credit Card,49,61892,6,Low,Silver,73.64,PROD_C8CDO7,14,192.19,Home,Loyalty Program,0.93,6013.66,Winter
478,479,35,Male,Jewelry,3.2,Kansas,3.2,Debit Card,48,69653,7,High,Gold,100.0,PROD_4Z6A9T,2,103.89,Electronics,Email Campaign,0.21,6447.26,Summer
479,480,39,Male,Handbag,3.3,Iowa,3.3,Bank Transfer,43,37948,4,High,Silver,79.28,PROD_ZMPMM8,6,146.62,Home,Email Campaign,0.68,8015.51,Spring
480,481,68,Male,Hoodie,4.8,Vermont,4.8,Credit Card,30,100940,2,Medium,Bronze,100.0,PROD_68SW9M,17,107.14,Sports,Loyalty Program,0.42,6100.11,Summer
481,482,46,Male,Hat,3.2,Wisconsin,3.2,PayPal,10,117393,9,Low,Bronze,100.0,PROD_RG78XE,2,179.06,Electronics,Email Campaign,0.12,1468.85,Summer
482,483,41,Male,Belt,2.5,Connecticut,2.5,PayPal,11,39864,10,High,Bronze,85.61,PROD_WG7OYE,6,53.32,Clothing,Discount,0.48,4224.06,Summer
483,484,23,Male,Hoodie,3.9,Oklahoma,3.9,Venmo,12,93170,4,Medium,Gold,97.55,PROD_OWW59N,4,94.64,Electronics,Loyalty Program,0.92,9731.5,Summer
484,485,68,Male,Hat,4.7,Missouri,4.7,Credit Card,28,112109,7,Medium,Silver,100.0,PROD_081L5W,9,183.47,Sports,Discount,0.17,8657.36,Winter
485,486,48,Male,Shoes,2.6,Tennessee,2.6,Debit Card,36,74765,1,Low,Bronze,81.49,PROD_TIZZIO,1,30.55,Clothing,Email Campaign,0.82,2098.94,Spring
486,487,38,Male,Sandals,2.8,New Mexico,2.8,Debit Card,37,110706,3,Medium,Silver,65.65,PROD_N3MN38,1,113.71,Electronics,Loyalty Program,0.54,636.24,Winter
487,488,41,Male,Jacket,4.4,Iowa,4.4,Credit Card,22,109984,8,Medium,Silver,100.0,PROD_OPITTI,5,134.78,Clothing,Email Campaign,0.1,8692.88,Summer
488,489,58,Male,Sweater,4.6,Maine,4.6,Venmo,32,65517,8,High,Bronze,100.0,PROD_3RYPRB,2,106.71,Clothing,Loyalty Program,0.19,3542.29,Spring
489,490,49,Male,Socks,3.2,South Dakota,3.2,Venmo,40,32493,4,Low,Gold,95.16,PROD_70YAD7,17,40.07,Clothing,Loyalty Program,0.56,749.52,Winter
490,491,57,Male,Sneakers,4.2,Colorado,4.2,PayPal,47,66539,9,Medium,Bronze,85.24,PROD_O8S3KY,18,179.37,Sports,Discount,0.15,742.22,Fall
491,492,49,Male,Coat,3.7,Vermont,3.7,Bank Transfer,24,34528,6,High,Silver,51.56,PROD_0ITEDM,15,107.47,Home,Loyalty Program,0.28,813.3,Summer
492,493,50,Male,Shirt,3.9,Michigan,3.9,PayPal,11,84438,9,Low,Gold,100.0,PROD_CZ9B2Q,2,33.58,Sports,Discount,0.8,2213.8,Fall
493,494,28,Male,Backpack,4.7,Nevada,4.7,Debit Card,19,30680,3,Medium,Bronze,73.15,PROD_GXMDEI,4,71.44,Home,Email Campaign,0.24,9308.56,Summer
494,495,38,Male,Boots,4.5,Indiana,4.5,PayPal,42,95841,7,Medium,Gold,100.0,PROD_I2NDRG,18,182.38,Clothing,Loyalty Program,0.07,6515.8,Summer
495,496,33,Male,Handbag,3.3,Michigan,3.3,Credit Card,6,47377,6,Medium,Gold,85.68,PROD_WGCNQR,2,44.08,Clothing,Discount,0.51,5877.22,Spring
496,497,30,Male,Dress,3.3,California,3.3,Venmo,31,109376,5,High,Bronze,100.0,PROD_N4LDJB,8,176.32,Clothing,Discount,0.32,471.17,Summer
497,498,43,Male,Sneakers,4.6,Oklahoma,4.6,Bank Transfer,31,86884,6,High,Bronze,100.0,PROD_OTKUA0,9,137.2,Electronics,Loyalty Program,0.19,2741.98,Spring
498,499,43,Male,Boots,3.6,Iowa,3.6,PayPal,27,64169,1,High,Silver,75.48,PROD_DD9MZ5,11,69.47,Electronics,Email Campaign,0.66,5834.38,Fall
499,500,36,Male,Shoes,4.8,Rhode Island,4.8,Credit Card,24,94694,8,High,Bronze,100.0,PROD_CFGTP5,6,135.29,Home,Discount,0.86,5403.76,Spring
500,501,36,Male,T-shirt,4.8,Washington,4.8,Bank Transfer,35,99837,7,High,Bronze,100.0,PROD_CLGSZF,18,179.65,Clothing,Loyalty Program,0.2,3994.74,Fall
501,502,64,Male,Boots,2.9,Florida,2.9,Debit Card,21,101408,10,High,Silver,100.0,PROD_YBD3F2,13,180.1,Home,Loyalty Program,0.53,4702.87,Spring
502,503,59,Male,Pants,2.8,South Carolina,2.8,Cash,8,68730,8,Medium,Bronze,100.0,PROD_IXXNK4,10,31.47,Home,Discount,0.7,8093.23,Fall
503,504,55,Male,Shoes,3.2,West Virginia,3.2,Credit Card,26,57063,1,Medium,Gold,72.03,PROD_UID4LY,9,87.04,Sports,Email Campaign,0.91,7283.06,Spring
504,505,42,Male,Shoes,3.9,Missouri,3.9,Bank Transfer,26,55344,7,Low,Bronze,80.75,PROD_IN5X10,5,79.15,Clothing,Discount,0.51,6070.18,Fall
505,506,61,Male,T-shirt,4.3,Maine,4.3,Credit Card,9,38384,5,Medium,Gold,54.07,PROD_HVL9WD,8,45.36,Sports,Loyalty Program,0.22,3907.54,Spring
506,507,28,Male,Scarf,2.7,Georgia,2.7,Cash,48,82159,4,Low,Silver,100.0,PROD_DT58QA,7,64.73,Home,Loyalty Program,0.93,6151.82,Summer
507,508,65,Male,Shorts,5.0,Maine,5.0,Bank Transfer,33,68542,10,Low,Gold,100.0,PROD_KD8GQ9,8,97.56,Sports,Discount,0.33,2410.52,Summer
508,509,27,Male,Jewelry,3.7,Illinois,3.7,Cash,31,66097,7,Medium,Bronze,88.9,PROD_SCZFTQ,19,139.35,Electronics,Loyalty Program,0.76,9151.55,Winter
509,510,41,Male,T-shirt,3.9,Delaware,3.9,Bank Transfer,17,111931,7,Low,Gold,100.0,PROD_91VN4W,13,80.87,Home,Email Campaign,0.34,6078.39,Spring
510,511,21,Male,Shirt,3.9,West Virginia,3.9,Credit Card,22,55516,2,Low,Gold,75.67,PROD_KD5GBB,6,194.9,Electronics,Loyalty Program,0.79,2599.0,Winter
511,512,61,Male,Shirt,3.1,Hawaii,3.1,Debit Card,8,61928,1,Low,Bronze,53.73,PROD_VHZLM7,10,151.6,Electronics,Loyalty Program,0.5,7050.89,Spring
512,513,19,Male,Gloves,3.3,New York,3.3,Credit Card,2,70745,6,Medium,Gold,100.0,PROD_KZCK1N,17,34.83,Electronics,Discount,0.01,6266.23,Winter
513,514,22,Male,Scarf,3.6,New Mexico,3.6,PayPal,45,95750,3,High,Silver,99.62,PROD_YZPSWS,7,104.05,Clothing,Email Campaign,0.07,8286.01,Spring
514,515,64,Male,Skirt,4.3,Indiana,4.3,Debit Card,47,62445,5,High,Bronze,66.06,PROD_4VUFZM,2,35.84,Clothing,Loyalty Program,0.22,764.44,Summer
515,516,28,Male,Hat,4.5,Kentucky,4.5,Credit Card,7,104445,1,High,Bronze,77.29,PROD_JNKUQ6,6,120.75,Clothing,Loyalty Program,0.36,5959.78,Summer
516,517,34,Male,Hoodie,2.8,West Virginia,2.8,Cash,19,106234,9,High,Gold,100.0,PROD_ZM0H3B,18,157.6,Clothing,Loyalty Program,0.24,9654.25,Summer
517,518,61,Male,Boots,2.7,North Dakota,2.7,Debit Card,44,109211,3,Low,Silver,93.78,PROD_H1FX86,18,146.86,Sports,Discount,0.08,1980.45,Summer
518,519,24,Male,Blouse,2.9,Oregon,2.9,PayPal,16,34416,5,High,Bronze,73.45,PROD_074U4Q,2,51.92,Sports,Email Campaign,0.35,983.95,Summer
519,520,19,Male,Belt,4.4,Minnesota,4.4,Cash,17,109479,6,Low,Gold,99.43,PROD_Y9JSDX,16,59.5,Electronics,Discount,0.12,583.3,Spring
520,521,51,Male,Sunglasses,3.9,South Carolina,3.9,Bank Transfer,20,99374,1,High,Silver,72.05,PROD_L4COB6,4,128.81,Electronics,Email Campaign,0.29,9365.42,Fall
521,522,36,Male,Shorts,3.5,Vermont,3.5,Credit Card,50,46398,9,High,Silver,100.0,PROD_QVRBWG,15,126.33,Home,Email Campaign,0.78,2703.94,Fall
522,523,65,Male,Gloves,2.5,Minnesota,2.5,PayPal,37,55765,3,Low,Bronze,81.09,PROD_E26UA1,8,147.31,Home,Email Campaign,0.89,137.84,Fall
523,524,46,Male,Sandals,4.9,Delaware,4.9,Cash,5,101009,4,Low,Bronze,93.26,PROD_G4DR6K,4,122.44,Clothing,Loyalty Program,0.13,6398.01,Spring
524,525,59,Male,Shirt,4.8,Pennsylvania,4.8,Venmo,44,62064,3,High,Silver,100.0,PROD_8LKNIC,1,120.6,Home,Discount,0.61,268.39,Fall
525,526,51,Male,Coat,3.2,Iowa,3.2,Credit Card,41,37617,6,High,Gold,83.12,PROD_D5ZUGI,16,180.7,Home,Discount,0.84,9600.5,Fall
